CID,Canonical_SMILES
350,CC(C(C(=O)O)NC(=O)CCCCCCS)OP(=O)(O)O
351,CC(C(C(=O)O)NC(=O)CCCCCCSSCCS(=O)(=O)O)OP(=O)(O)O
352,CC(C(C1=CNC2=C(N1)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N
353,CC(C(C1=CNC2=C(N1C)C(=NC(=N2)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N)OC(=O)C(CCC(=O)O)N
354,C(CC(=O)O)C=CC(=O)C(=O)O
355,C1=CC(=CC=C1C(=O)C(=O)O)O
356,CCCCCCCC
357,C1=C(C(C=C(C1Cl)Cl)Cl)Cl
358,CC(CC(=O)CC(=O)O)N
359,C1=C(C=C(C=C1O)O)O
360,CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C
361,C1C(CC(=O)C=C1O)O
362,C1=CC=C2C(C(C=CC2=C1)O)O
363,C(C=O)N
364,C(C(C(=O)O)N)N
365,CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
366,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C
367,CC1=C2C=CC(=O)C=C2OC(=C1)O
368,C(CCNCCCCN)CN
369,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(O)(O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)NC(=NC2=O)N
370,C1=C(C=C(C(=C1O)O)O)C(=O)O
371,C(#CC(=O)O)C(=O)O
372,C1=C(C=C(OC1=O)C(=O)O)C(=O)O
373,C(=C(C=C(O)O)C(=O)O)C(=O)C(=O)O
374,C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O
375,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C
376,CC(=O)CC(CC(=O)O)O
377,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C
378,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
379,CCCCCCCC(=O)O
380,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
381,CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
382,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O
383,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C
384,CCCC(C(=O)O)NC(C)C(=O)O
385,C(CCC(=O)O)CCC(=O)O
386,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
387,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O
388,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O
389,C(CC(C(=O)O)N)CN
390,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
391,CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C
392,C(CC(CC(=O)O)N)CN
393,C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O
394,CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+3]
395,CCC1=C(C2C=C3C(=C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC1=N2)N5)C(C)SCC(C(=O)NC)N)C)C)CCC(=O)O)N3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N
396,CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+2]
397,C1=CC=C2C(=C1)C(=CN2)CC(=O)N
398,CC(C)[N+](=O)[O-]
399,C(=CC(=O)O)C(=CC(=O)O)C(=O)O
400,C1=CC=C(C(=C1)C=O)NC=O
401,C1C(C(=O)NO1)N
402,S
403,C1=CC(=CC=C1N)O
404,C(CCNO)CC(C(=O)O)N
405,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
406,[O-]P(=O)[O-]
407,OP(=O)O
408,CN1C(CCC1=O)C2=CN=CC=C2
409,C[N+]1(CCCC1C2=CN=CC=C2)[O-]
410,CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O
411,CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O
412,C1CC(NC1)C2=CN=CC=C2
413,C1CC(=O)NC1C2=CN=CC=C2
414,CN1C(CC(C1=O)O)C2=CN=CC=C2
415,CN1C(=O)CCC1(C2=CN=CC=C2)O
416,CN1C(CC(C1=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CN=CC=C3
417,C(=CC(=O)O)C(=CC(=O)O)Cl
418,C1=CC(C(C=C1)O)O
419,C(C(=O)C=CC(=O)O)C(=O)O
420,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
421,C(CCC(=O)O)CC(CCS)S
422,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O
423,CC(=O)CC(C(=O)O)N
424,C(C(C(=O)O)N)C(=O)O
425,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O
426,C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N
427,CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O
428,C(CN)CN
429,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3N2)CC(C(C(CO)O)O)O
430,CN1CCCC1C2=C[N+](=CC=C2)C
431,C[N+]1=CCCC1C2=CN=CC=C2
432,CN1CCCC1(C2=CN=CC=C2)O
433,C1CC(=O)N(C1C2=CN=CC=C2)CO
434,CNCCCC(=O)C1=CN=CC=C1
435,C1=CC(=CN=C1)C(=O)CCC(=O)N
436,CNC(=O)CCC(=O)C1=CN=CC=C1
437,C1=CC(=CN=C1)C(=O)CCC(=O)O
438,C1=CC(=CN=C1)C(CCC(=O)O)O
439,C1=CC(=CN=C1)C=CCC(=O)O
440,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
441,CC(CC(=O)O)O
442,C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O
443,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C
444,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
445,CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C
446,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO
447,C1=CC(=CC(=C1)Cl)C(=O)O
448,C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O
449,CC(CCO)(CC(=O)O)O
450,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
451,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O
452,C1(C(C(C(=O)C(C1O)O)O)O)O
453,C(C(C(C(C(CO)O)O)O)O)O
454,CCCCCCCC=O
455,CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O
456,C(=O)(C(=O)O)NC(=O)N
457,C[N+]1=CC=CC(=C1)C(=O)N
458,C[S+](C)CCC(C(=O)O)N
459,C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)S)S)OP(=O)(O)O
460,COC1=CC=CC=C1O
461,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
462,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
463,C(CC(C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N
464,C1=CC=C(C=C1)C(=O)NCC(=O)O
465,CSCC1C(C(C(O1)OP(=O)(O)O)O)O
466,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
467,CC(=CCCC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C)C
468,CC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)C)COP(=O)(O)OP(=O)(O)O)C)C)C
469,C(CC(C(=O)O)N)CC(=O)O
470,C(CN)C(C(=O)O)N
471,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
472,C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N
473,CSCCC(=O)C(=O)O
474,CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
475,CC1C(C(C(C(O1)OP(=O)(O)O)O)O)O
476,CC(CCOP(=O)(O)O)(CC(=O)O)O
477,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O
478,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O
479,CC(C)(CO)C(C(=O)NCCC(=O)NCCS)O
480,C1=CC(=C(C=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O)O)O
481,C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O
482,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
483,C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
484,C1=C(NC=N1)N
485,C[N+](C)(C)CCOS(=O)(=O)[O-]
486,C[N+](C)(C)CCOS(=O)(=O)O
487,CC(C(=O)O)C(=O)O
488,C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N
489,C(C1C(C(C(C(O1)O)NS(=O)(=O)O)O)O)O
490,C(C=O)P(=O)(O)O
491,[O-]S(=O)(=O)SS(=O)(=O)[O-]
492,OS(=O)(=O)SS(=O)(=O)O
493,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)NC(=NCCCC(C(=O)O)N)N)O)O)O)O)N
494,CSCC1C(C(C(O1)O)O)O
495,C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N
496,CC(=O)NCCCNCCCCN
497,C1C2C(C(S1)CCCCC(=O)N)NC(=O)N2
498,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(=C(C5C(O4)NC6=C(N5)C(=O)N=C(N6)N)S)S)O)O)NC(=NC2=O)N
499,C1CC(=O)NC1C(=O)O
500,C(CC(=O)O)CN=C(N)N
501,CN(C)C(=NCCCC(C(=O)O)N)N
502,C(CCNC(=O)N)CN
503,C(C(=O)NC(=O)N)N
504,C1C(=O)NC=N1
505,C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O
506,CC1=CC2=C(C=C1C)N=C3C(=NC(=O)NC3=O)N2
507,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O
508,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
509,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N
510,OP1(=O)OP(=O)(OP(=O)(O1)O)O
511,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O
512,C1=CC=C(C=C1)C(=O)CC=CC(=O)C(=O)O
513,CC(C(CC(=O)O)C(=O)O)(C(=O)O)O
514,C1=CC(=C(C(=C1)O)O)C(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
515,CC(C(=O)O)C(CC(=O)O)(C(=O)O)O
516,CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O
517,CC1=C2C(C(C(=N2)C=C3C(C(C(=CC4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)N3)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O
518,CC12CC(=O)OC13C(C4=C(C(=C(N4)CC5=C(C(=C(N5)C=C6C(C(C(=CC(=N3)C2CCC(=O)O)N6)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)(C)O
519,C(C(C(C(=O)COP(=O)(O)O)O)O)C(=O)O
520,CCCCCCCCCCCCCCCC(C(COP(=O)(O)O)N)O
521,CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
522,CC(=O)C12C3=C(C(C(=N3)CC4=C(C(=C(N4)CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O
523,C(CC(=O)C(=O)O)C=O
524,C(C(=O)C(=O)O)(C(=O)O)O
525,C(C(C(=O)O)O)C(=O)O
526,CC(=O)C12C3=C(C(C(=N3)CC4=NC(CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C(=C4CCC(=O)O)CC(=O)O)C)(C)CCC(=O)O)CC(=O)O
527,CCC=O
528,CC(=O)OCCC(C(=O)O)N
529,C(C(=O)O)OP(=O)(O)O
530,C1C(N(C2=C(N1)NC(=NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
531,CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N
532,CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5=C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O
533,[SeH2]
534,CC12CC3=C(C(C(=N3)C=C4C(C(C(N4)(C5C(C(C(=CC(=N1)C(=C2CC(=O)O)CCC(=O)O)N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O
535,C1CC1(C(=O)O)N
536,CC1C2=C(C(=C)C(N2)(CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)C)CCC(=O)O
537,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)C(C3CCC(=O)O)(C)CC(=O)O)(C)C)CCC(=O)O
538,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)C(C3CCC(=O)O)(C)CC(=O)N)(C)C)CCC(=O)O
539,CC1C2C(C(C(=N2)CC3=NC(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)N)C)C)C(C3CCC(=O)O)(C)CC(=O)N)(C)C)CCC(=O)O.[Co]
540,C(#N)O
541,C1=CC(=CC=C1C=O)[N+](=O)[O-]
542,C1=CC(=O)OC1CC(=O)O
543,C1=CC(OC1=O)(CC(=O)O)C(=O)O
544,[O-][As]([O-])[O-]
545,O[As](O)O
546,C(C(=O)O)P(=O)(O)O
547,C1=CC(=C(C=C1CC(=O)O)O)O
548,C(C(=CO)C=CC(=O)C(=O)O)C(=O)O
549,C(C(=C(O)O)C=CC(=O)C(=O)O)C(=O)O
550,C(C(C=CC(=O)C(=O)O)C(=O)O)C(=O)O
551,C(C=CC=C(C(=O)O)O)C(=O)O
552,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)(C=O)NC(CC(=O)O)C=O)O)O)O)O)O
553,C(CC(=O)O)C(CC(=O)C(=O)O)O
554,C[N+]1(CCCC1C(=O)[O-])C
555,C[N+]1(CCCC1C(=O)O)C
556,C(CC(C(=O)O)NC(=O)CCC(=O)O)C=O
557,CN1CCCC1C(=O)O
558,C(CC(=O)C(=O)O)CN=C(N)N
559,C(CC=O)CN=C(N)N
560,C(C(C(C(=O)CO)O)O)C(=O)O
561,CSCCC(=O)C(=O)COP(=O)(O)O
562,CSCCC(=O)C(=CO)O
563,CSCCC(=O)O
564,C(CCC(=O)O)CCN
565,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)CC(C(C(COC4C(C(C(O4)COP(=O)(O)OC(CCC(=O)O)(C=O)NC(CC(=O)O)C=O)O)O)O)O)O
566,CC(=O)O.C1=CC=C(C=C1)[Hg]
567,C1=CC=C(C=C1)[Hg]
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2
569,C1=CC=C(C(=C1)C2=C(C(=CC=C2)O)O)O
570,C1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O
571,C(CCC(=O)N)CC(CCS)SC(=O)CCC(=O)O
572,C(CN(C=O)O)CP(=O)(O)O
573,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
574,C1=CC(=C(C=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
575,C1=CC(=CC=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
576,C1=CC(=CC=C1C2=C(C(=C3C(=CC(=O)C=C3O2)O)O)O)O
577,C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)[NH3+])O)O)O
578,C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)O)O)O
579,CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O
580,CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O
581,CC(=O)NC(CS)C(=O)O
582,CC(=O)NC(CSSCC(C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O)NC(=O)C)C(=O)NC3C(C(C(OC3OC4C(C(C(C(C4O)O)O)O)O)CO)O)O
583,CN1C(CCC1=O)C2=C[N+](=CC=C2)C
584,C1=CC=C2C(=C1)C=CC(O2)(C(=O)O)O
585,C1=CC=C(C(=C1)C=CC(=O)C(=O)O)O
586,CN(CC(=O)O)C(=N)N
587,CN(CC(=O)O)C(=NP(=O)(O)O)N
588,CN1CC(=O)N=C1N
589,C[N+](C)(C)CC=CC(=O)[O-]
590,C[N+](C)(C)CC=CC(=O)O
591,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC[N+](C)(C)C)O
592,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
593,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
594,C(C(C(=O)O)N)S
595,C(C(C(=O)O)N)SSCC(C(=O)O)N
596,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
597,C1=C(NC(=O)N=C1)N
598,C(CS(=O)(=O)O)S
599,C(C(C(=O)O)O)C(=O)C(=O)O
600,C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O
601,CC(C(=O)NC(C)C(=O)O)N
602,CC(C(=O)O)N
603,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O
604,C(C(C(C(C(C(=O)O)O)O)O)O)O
605,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C[N+](C)(C)C)O)O
606,C1=C(NC=N1)C(C(COP(=O)(O)O)O)O
607,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
608,C(C(C1C(C(C(=O)O1)O)O)O)O
609,C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O
610,C1(C(C(OC(C1O)O)C(=O)O)O)O
611,C(CC(=O)O)C(C(=O)O)N
612,CC(C(=O)O)O
613,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
614,C1CC(NC1)C(=O)O
615,C(C(C(C(=O)COP(=O)(O)O)O)O)O
616,C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O
617,C(C(C(=O)O)N)O
618,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O
619,C(C(C(C(=O)CO)O)O)O
620,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O
621,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O
622,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
623,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O
624,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
625,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
626,C(C(C(C(CO)O)O)O)C(=O)O
627,C(C(C(C(=O)CC(=O)O)O)O)O
628,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O
629,CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N
630,C1C(C(C(=O)CC1(C(=O)O)O)O)O
631,CCCCCCCCCCCCCCCC(=O)C(CO)N
632,C1CC(N=C(C1)C(=O)O)C(=O)O
633,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C
634,C1C(C(OC1OP(=O)(O)O)CO)O
635,C1C(C(OC1O)COP(=O)(O)O)O
636,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
637,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
638,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O
639,C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O
640,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
641,CC(=O)C(C(COP(=O)(O)O)O)O
642,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
643,CC1C(NC(=O)N1)CCCCCC(=O)O
644,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O
645,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O
646,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
647,CC(=CCOP(=O)(O)OP(=O)(O)O)C
648,C1C(NC(=O)NC1=O)C(=O)O
649,C1CNC(=O)NC1=O
650,CC(=O)C(=O)C
651,C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)(O)O
652,CC(C(CCCCCC(=O)O)N)N
653,C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O
654,CCOP(=O)(O)OCC
655,CCOP(=S)(O)OCC
656,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O
657,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O
658,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)COC(=O)C)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O
659,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(CO)O)O
660,C1CC(=O)OC2=CC=CC=C21
661,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
662,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
663,C(CCC(=O)N)CC(CCS)S
664,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)O)O)O
665,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
666,C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O
667,CC1(C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=CC(=N2)C1CCC(=O)O)N5)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CC(=O)O
668,C(C(=O)COP(=O)(O)O)O
